       x0    y0  ntremor  t_lin_lin_EW  t_lin_pow_EW  t_lin_PWS_EW  t_lin_lin_NS  t_lin_pow_NS  t_lin_PWS_NS  t_pow_lin_EW  t_pow_pow_EW  t_pow_PWS_EW  t_pow_lin_NS  t_pow_pow_NS  t_pow_PWS_NS  t_PWS_lin_EW  t_PWS_pow_EW  t_PWS_PWS_EW  t_PWS_lin_NS  t_PWS_pow_NS  t_PWS_PWS_NS  t_lin_lin_EW_cluster  t_lin_pow_EW_cluster  t_lin_PWS_EW_cluster  t_lin_lin_NS_cluster  t_lin_pow_NS_cluster  t_lin_PWS_NS_cluster  t_pow_lin_EW_cluster  t_pow_pow_EW_cluster  t_pow_PWS_EW_cluster  t_pow_lin_NS_cluster  t_pow_pow_NS_cluster  t_pow_PWS_NS_cluster  t_PWS_lin_EW_cluster  t_PWS_pow_EW_cluster  t_PWS_PWS_EW_cluster  t_PWS_lin_NS_cluster  t_PWS_pow_NS_cluster  t_PWS_PWS_NS_cluster  cc_lin_lin_EW_cluster  cc_lin_pow_EW_cluster  cc_lin_PWS_EW_cluster  cc_lin_lin_NS_cluster  cc_lin_pow_NS_cluster  cc_lin_PWS_NS_cluster  cc_pow_lin_EW_cluster  cc_pow_pow_EW_cluster  cc_pow_PWS_EW_cluster  cc_pow_lin_NS_cluster  cc_pow_pow_NS_cluster  cc_pow_PWS_NS_cluster  cc_PWS_lin_EW_cluster  cc_PWS_pow_EW_cluster  cc_PWS_PWS_EW_cluster  cc_PWS_lin_NS_cluster  cc_PWS_pow_NS_cluster  cc_PWS_PWS_NS_cluster
38  -10.0   0.0      127          4.85          4.85          4.85          4.65          4.65          4.50          4.85          4.85          4.85          4.60          4.65          4.60          4.50          4.85          4.85          4.60          4.65          4.60                  4.45                  4.85                  4.85                  4.60                  4.60                  4.60                  4.45                  4.85                  4.85                  4.60                  5.00                  4.60                  4.50                  4.50                  4.85                  4.60                  4.65                  4.60               0.036140               1.595106               0.020765               0.033519               1.437845               0.021225               0.192683               6.153972               0.087376               0.164745               5.013077               0.082615               0.010795               0.284455               0.005309               0.008184               0.271761               0.005126
39  -10.0   5.0      229          4.70          4.75          4.70          5.05          5.05          5.05          4.70          4.70          4.70          5.05          5.05          5.00          4.70          4.75          4.75          5.05          5.05          5.05                  5.10                  5.10                  5.10                  5.05                  5.05                  5.05                  4.70                  4.75                  4.75                  5.05                  5.05                  5.05                  4.75                  4.75                  4.75                  5.05                  5.05                  5.05               0.024878               1.569117               0.010626               0.032291               2.199522               0.014360               0.116102               6.122156               0.040759               0.153607               9.150123               0.071736               0.006797               0.377020               0.002321               0.010127               0.599460               0.004249
40  -10.0  10.0      373          5.40          5.40          5.40          4.90          5.60          5.60          5.40          5.40          5.40          4.90          5.60          5.60          5.40          5.40          5.40          4.90          4.90          4.90                  3.90                  3.90                  5.40                  4.90                  4.90                  5.45                  5.50                  5.40                  5.40                  5.45                  5.45                  5.45                  5.50                  5.40                  5.40                  4.90                  5.60                  5.60               0.016690               1.162197               0.004866               0.020383               1.701006               0.005342               0.062231               3.523719               0.014640               0.083504               6.731237               0.029025               0.003765               0.200567               0.000634               0.005283               0.364904               0.001319
41  -10.0  15.0      456          4.70          4.70          4.70          5.60          5.60          5.60          4.70          4.70          4.70          5.60          5.60          5.60          6.45          4.70          4.70          5.60          5.60          5.60                  6.70                  4.70                  4.70                  5.60                  5.60                  5.60                  5.90                  4.70                  4.70                  5.60                  5.60                  5.60                  5.25                  5.25                  4.70                  5.60                  5.60                  5.60               0.035749               1.871052               0.012023               0.036261               1.770295               0.019451               0.150682               7.758864               0.058096               0.165628               9.857622               0.084330               0.011117               0.423266               0.002160               0.012878               0.632026               0.004377
42  -10.0  20.0      617          5.90          5.90          5.90          5.20          5.20          5.75          5.90          5.90          5.90          5.20          5.20          5.75          4.85          5.90          5.90          5.20          5.20          5.75                  5.50                  5.50                  5.50                  5.20                  5.20                  6.00                  5.50                  5.50                  5.50                  5.20                  6.00                  6.00                  5.50                  5.50                  4.70                  5.85                  5.20                  6.00               0.039198               2.140834               0.028264               0.042213               2.199857               0.027988               0.199487               8.599276               0.085581               0.216331              10.234318               0.121874               0.013253               0.446165               0.005040               0.017858               0.707671               0.008057
43  -10.0  25.0      597          5.50          5.50          5.50          4.25          5.75          5.75          5.50          5.50          5.50          5.75          5.75          5.75          5.50          5.50          5.50          4.25          5.75          5.75                  5.50                  5.50                  5.50                  3.45                  5.75                  6.30                  4.70                  5.50                  5.50                  3.45                  3.45                  6.30                  3.50                  5.50                  3.50                  3.45                  6.25                  5.75               0.041000               1.942436               0.030902               0.035879               1.418832               0.020328               0.183323               6.779637               0.107691               0.186049               5.562407               0.085476               0.012202               0.467578               0.003178               0.016536               0.411461               0.002683
44   -5.0 -25.0       68          4.70          4.55          4.55          6.70          6.70          6.70          6.95          4.70          3.90          6.70          6.70          6.70          6.95          4.70          4.70          6.70          6.70          6.70                  4.70                  3.90                  3.85                  6.70                  6.70                  6.70                  6.95                  3.90                  3.90                  6.70                  6.70                  6.70                  6.95                  6.95                  3.75                  6.70                  6.70                  6.70               0.013949               0.358217               0.002040               0.016449               0.276156               0.006409               0.096815               1.096402               0.019548               0.095504               1.239018               0.029159               0.007086               0.058727               0.001235               0.007326               0.080336               0.001314
45   -5.0 -20.0      101          4.70          4.70          4.70          4.60          4.60          5.20          4.75          4.70          4.75          4.60          4.60          4.60          4.70          4.70          4.75          4.80          4.60          4.60                  4.70                  4.70                  4.70                  4.60                  4.65                  4.65                  4.75                  4.70                  4.75                  4.80                  4.60                  4.60                  4.70                  4.70                  4.70                  4.80                  4.60                  4.65               0.026357               1.050842               0.009294               0.010056               0.209003               0.002469               0.094608               2.873125               0.027737               0.039208               0.903493               0.005824               0.008346               0.205156               0.002338               0.002782               0.045229               0.000763
46   -5.0 -15.0       87          4.90          4.90          4.90          5.30          7.00          7.00          4.90          4.90          5.05          5.30          5.30          7.00          4.90          4.90          4.90          5.30          5.30          7.00                  4.90                  4.90                  4.90                  7.00                  7.00                  7.00                  4.45                  4.90                  4.90                  5.15                  4.75                  4.75                  4.45                  4.50                  4.75                  5.15                  7.00                  4.75               0.020357               0.416459               0.004397               0.015904               0.272895               0.004637               0.099100               2.280835               0.017187               0.041216               1.007521               0.011936               0.007090               0.093531               0.000884               0.002972               0.024947               0.000307
47   -5.0 -10.0       78          5.45          5.45          5.45          4.60          4.65          4.65          5.45          5.45          5.45          4.60          4.65          4.65          5.45          5.45          5.45          4.60          4.65          4.60                  5.05                  5.05                  5.05                  4.60                  4.60                  4.60                  4.45                  4.45                  4.45                  4.60                  4.60                  4.60                  4.45                  4.45                  4.45                  4.60                  4.60                  4.60               0.028815               0.317423               0.003624               0.030014               0.655681               0.020719               0.241757               1.917920               0.082746               0.276193               3.635186               0.148216               0.016058               0.169577               0.005647               0.014096               0.176740               0.008192
48   -5.0  -5.0       74          4.45          4.45          4.45          4.60          4.60          4.60          4.45          4.45          4.80          4.60          4.60          4.60          4.45          4.45          4.45          4.60          4.60          4.60                  4.45                  4.45                  4.45                  4.60                  4.60                  4.85                  4.45                  4.45                  4.45                  4.60                  4.60                  4.60                  4.45                  4.45                  4.45                  4.60                  4.60                  4.60               0.046315               1.280498               0.032422               0.046138               1.168105               0.028921               0.245422               6.919047               0.151362               0.242709               6.146183               0.136322               0.013091               0.321125               0.011607               0.014478               0.380557               0.012693
49   -5.0   0.0      121          4.85          4.85          4.85          4.65          4.85          4.85          4.85          4.85          4.85          4.85          4.85          4.85          4.85          4.85          4.85          4.65          4.65          4.85                  4.85                  4.85                  4.85                  4.65                  4.65                  4.85                  4.85                  4.85                  4.85                  4.85                  4.85                  4.85                  4.85                  4.85                  4.85                  4.65                  4.65                  4.85               0.053689               2.773150               0.036887               0.046453               2.383598               0.031252               0.277795              12.656142               0.137046               0.215833              10.031344               0.112438               0.016243               0.758518               0.009856               0.011659               0.567918               0.006898
50   -5.0   5.0      382          4.75          5.40          5.40          4.50          4.90          4.90          4.70          4.90          4.75          4.50          4.90          4.85          4.70          4.70          4.70          4.50          4.50          4.50                  4.90                  4.90                  4.90                  4.85                  4.85                  4.85                  4.70                  4.90                  4.90                  5.00                  4.85                  4.85                  4.70                  4.90                  4.90                  5.00                  4.70                  5.00               0.039321               2.207087               0.015116               0.035358               2.381243               0.017465               0.222597              10.278625               0.058712               0.176556               8.328825               0.060486               0.013287               0.871068               0.005527               0.010456               0.547729               0.002981
51   -5.0  20.0      399          4.70          4.70          4.70          5.35          5.50          5.50          5.90          4.70          4.70          5.75          5.75          5.60          5.90          6.00          6.05          5.75          5.35          5.60                  5.90                  4.70                  5.90                  5.60                  5.35                  5.35                  5.90                  5.90                  5.90                  5.60                  5.60                  5.60                  5.90                  5.90                  5.90                  4.00                  5.75                  5.75               0.037801               1.094406               0.002750               0.040665               1.820812               0.007815               0.179521               4.933725               0.020466               0.209439               6.842303               0.034938               0.013642               0.295149               0.001628               0.019365               0.475916               0.002671
52    0.0 -25.0       36          4.55          4.55          4.55          4.65          4.65          4.65          4.55          4.55          4.55          6.65          4.65          4.65          4.55          4.55          4.55          4.65          4.75          4.65                  4.55                  4.55                  4.55                  3.50                  3.50                  3.50                  4.55                  4.55                  4.60                  3.50                  3.50                  3.50                  4.55                  4.55                  4.60                  4.65                  3.50                  3.50               0.028353               0.466210               0.009177               0.020330               0.234404               0.004375               0.124222               1.040656               0.065220               0.087635               0.746612               0.013227               0.010619               0.047505               0.002504               0.004179               0.024053               0.003838
53    0.0 -20.0       64          4.75          4.95          4.75          4.65          4.65          4.65          4.75          4.75          4.95          6.30          4.65          5.30          4.75          4.75          4.65          6.10          4.65          5.30                  4.75                  4.75                  4.90                  6.30                  4.65                  4.65                  4.75                  4.75                  4.80                  6.30                  5.30                  5.30                  4.80                  4.75                  4.80                  5.30                  5.30                  5.35               0.036406               0.334754               0.006153               0.009260               0.193598               0.002986               0.214165               3.434193               0.118185               0.055498               0.849431               0.028100               0.020889               0.240577               0.005973               0.005532               0.047484               0.000657
54    0.0 -15.0       77          4.70          4.70          4.70          4.60          4.60          4.60          4.75          4.70          4.70          4.65          4.60          4.60          4.75          4.70          4.70          6.15          4.60          4.60                  4.70                  4.70                  4.35                  6.25                  4.60                  4.60                  4.70                  5.70                  4.35                  4.65                  4.60                  4.65                  4.70                  4.70                  4.75                  4.65                  4.65                  5.00               0.024903               0.178472               0.002154               0.011968               0.209342               0.003963               0.120033               0.842655               0.010790               0.071946               0.642744               0.012991               0.004935               0.084426               0.000576               0.004441               0.044483               0.000563
55    0.0 -10.0       71          4.30          4.30          4.30          5.00          5.00          5.00          4.90          4.30          4.30          5.00          5.00          5.00          4.45          4.30          4.30          4.85          5.00          5.00                  4.45                  4.30                  4.30                  5.00                  5.00                  5.15                  4.45                  4.90                  4.90                  5.00                  5.00                  5.00                  4.75                  4.90                  4.75                  4.85                  5.00                  4.85               0.017327               0.271189               0.008809               0.036056               0.613104               0.004227               0.069755               1.409397               0.023131               0.140877               2.297567               0.011006               0.006225               0.093002               0.000434               0.009321               0.190071               0.003763
56    0.0  -5.0       85          4.70          4.70          4.85          4.85          4.50          4.50          4.45          4.85          4.70          4.60          4.60          4.50          4.50          4.50          4.85          4.60          4.60          4.50                  4.45                  4.45                  4.45                  4.85                  4.85                  4.85                  4.45                  4.45                  4.45                  4.85                  4.85                  4.85                  4.50                  4.50                  4.45                  4.85                  4.85                  4.85               0.032229               0.564709               0.014392               0.046548               1.027307               0.041070               0.199255               2.349366               0.042447               0.251072               4.870350               0.180375               0.011543               0.166639               0.004250               0.012746               0.260893               0.007861
57    0.0   0.0       70          4.70          4.70          4.85          4.50          4.50          4.50          4.70          4.70          4.70          4.50          4.50          4.50          4.85          4.85          4.85          4.50          4.50          4.50                  4.85                  4.85                  4.85                  4.50                  4.50                  4.50                  4.85                  4.70                  4.70                  4.50                  4.50                  4.50                  4.85                  4.85                  4.85                  4.50                  4.50                  4.50               0.044865               1.401297               0.028754               0.039108               1.053432               0.023427               0.242029               6.946029               0.147481               0.167127               5.286267               0.094351               0.015829               0.376015               0.008929               0.010457               0.251689               0.006698
58    0.0   5.0      240          4.90          4.90          4.90          5.25          5.25          5.25          4.90          4.90          4.90          5.25          5.25          5.25          4.90          4.90          4.95          5.25          5.25          5.25                  5.20                  4.90                  4.90                  5.25                  5.25                  5.25                  5.20                  4.90                  5.05                  5.25                  5.25                  5.25                  5.20                  5.20                  4.95                  5.25                  5.25                  5.25               0.032712               1.388099               0.008245               0.041294               1.763234               0.008611               0.149077               6.515699               0.032753               0.179790               9.103493               0.048431               0.011178               0.421522               0.002891               0.013074               0.663225               0.005293
59    0.0  10.0      545          5.50          5.50          5.50          5.30          5.30          5.30          5.55          5.50          5.50          5.15          5.30          5.30          5.55          5.55          5.50          5.30          5.30          5.30                  5.25                  5.40                  5.40                  5.30                  5.30                  5.30                  5.25                  5.40                  5.40                  5.15                  5.15                  5.15                  5.10                  5.40                  5.40                  5.15                  5.15                  5.15               0.010872               0.890083               0.000772               0.043694               8.367250               0.023104               0.046869               3.212922               0.002986               0.182430              27.254177               0.055843               0.003814               0.223541               0.000302               0.014478               1.945861               0.004239
60    0.0  15.0      306          5.65          5.45          5.45          5.35          5.35          5.35          5.60          5.45          5.60          5.35          5.35          5.35          5.65          5.65          5.60          5.45          5.35          5.35                  5.60                  5.60                  5.60                  5.35                  5.35                  5.35                  5.60                  5.60                  5.60                  5.50                  5.35                  5.35                  5.60                  5.60                  5.60                  5.30                  5.50                  5.30               0.022356               1.352487               0.005376               0.026686               2.240755               0.012346               0.128611               7.217715               0.028174               0.121111               9.675268               0.050938               0.008515               0.478270               0.001814               0.006656               0.535512               0.002914
61    0.0  25.0      146          4.70          6.05          6.05          5.60          5.60          5.60          4.70          5.50          4.70          4.00          5.60          5.70          4.85          5.50          7.40          5.60          5.60          5.60                  4.70                  4.70                  4.70                  5.75                  5.75                  5.75                  6.70                  5.25                  5.25                  5.75                  5.60                  5.75                  6.70                  6.70                  4.70                  5.75                  5.60                  5.75               0.059233               1.028330               0.053641               0.054660               0.952915               0.046103               0.301977               4.620912               0.261713               0.263598               4.311449               0.214898               0.028922               0.365898               0.022161               0.026947               0.371913               0.021066
62    5.0 -25.0       17          5.05          5.05          5.05          4.45          4.30          4.45          5.05          5.05          5.05          3.85          4.40          4.40          4.60          4.60          5.05          6.50          4.30          6.30                  4.45                  5.05                  4.70                  3.50                  4.65                  3.50                  7.15                  5.05                  4.70                  4.65                  4.65                  4.50                  6.30                  4.60                  6.00                  6.50                  3.90                  3.70               0.021615               0.108362               0.012826               0.026233               0.177470               0.030154               0.108645               0.494065               0.094598               0.225728               0.664828               0.092635               0.046112               0.023759               0.017569               0.157889               0.044044               0.031654
63    5.0 -20.0       54          4.70          4.75          4.75          4.30          4.30          4.15          4.70          4.75          6.30          4.15          4.15          4.25          4.60          6.30          4.70          4.15          4.15          4.15                  6.30                  4.75                  6.30                  4.30                  4.30                  4.30                  4.60                  4.75                  4.75                  4.15                  4.15                  4.15                  4.60                  4.60                  4.70                  6.50                  4.15                  4.15               0.016471               0.198253               0.007381               0.020627               0.215281               0.002935               0.107211               1.727523               0.054504               0.076624               1.189003               0.021014               0.007522               0.095017               0.005876               0.008938               0.055100               0.000907
64    5.0 -15.0       98          6.30          6.15          6.30          6.50          5.95          5.95          6.30          6.15          6.15          6.50          6.50          6.50          6.30          6.30          6.30          6.50          6.50          6.50                  6.30                  6.30                  6.30                  6.50                  6.50                  6.50                  6.30                  6.30                  6.30                  6.50                  6.50                  6.50                  6.30                  6.30                  6.30                  6.50                  6.50                  6.50               0.038956               0.996814               0.016581               0.055499               1.292881               0.021070               0.209030               4.344711               0.090771               0.349393               7.592121               0.160065               0.024459               0.469006               0.011094               0.048324               0.975465               0.036329
65    5.0 -10.0       84          4.85          4.90          4.85          5.20          5.35          5.30          4.85          4.90          4.85          5.00          5.30          5.30          4.85          4.90          4.85          5.00          5.30          5.30                  4.45                  4.90                  4.30                  5.00                  5.00                  5.00                  4.45                  4.90                  4.30                  5.00                  5.00                  5.00                  5.05                  4.90                  4.25                  5.00                  5.00                  5.00               0.011059               0.125513               0.002726               0.036557               0.651727               0.013041               0.130673               0.809564               0.052350               0.319494               2.800769               0.272963               0.004499               0.047276               0.002130               0.015309               0.175570               0.015515
66    5.0  -5.0       53          4.85          5.00          5.00          4.65          4.65          4.65          4.85          5.00          5.00          4.60          4.65          4.60          5.00          5.00          5.00          4.65          4.65          4.60                  4.85                  4.85                  4.85                  4.65                  4.65                  4.60                  4.85                  4.85                  4.85                  4.60                  4.65                  4.50                  4.85                  4.85                  4.85                  4.65                  4.65                  4.65               0.035673               0.533725               0.022218               0.023680               0.448390               0.018867               0.208621               2.224855               0.226455               0.113785               1.254728               0.092933               0.008584               0.111396               0.013154               0.007264               0.078116               0.007872
67    5.0   0.0       51          6.25          7.40          7.40          6.30          6.15          6.15          6.25          6.25          6.25          6.30          6.15          6.15          6.25          6.25          6.30          6.15          6.15          6.15                  6.25                  6.25                  6.25                  6.30                  6.30                  6.30                  6.25                  6.25                  6.25                  6.30                  6.30                  6.30                  6.25                  6.25                  6.25                  6.15                  6.15                  6.15               0.104373               1.519864               0.086765               0.081000               1.320536               0.079221               0.496933               6.384925               0.457666               0.382127               6.063598               0.349454               0.065115               0.763544               0.054080               0.034788               0.372535               0.033805
68    5.0   5.0       63          6.55          6.70          6.70          5.30          5.30          5.30          6.55          7.55          6.70          5.30          5.30          5.25          6.55          7.55          7.55          5.30          5.30          5.30                  6.55                  6.55                  7.50                  6.35                  5.30                  5.30                  6.55                  6.55                  6.55                  6.30                  5.30                  5.30                  6.55                  7.55                  7.55                  6.35                  5.30                  5.30               0.046296               0.733916               0.017883               0.053941               1.104001               0.024289               0.186365               1.922222               0.057147               0.300780               5.492048               0.122813               0.012260               0.105833               0.002063               0.023013               0.384190               0.006928
69    5.0  10.0       94          5.40          5.40          5.50          5.15          5.15          5.15          5.40          5.40          5.40          5.15          5.15          5.45          3.90          5.40          5.35          5.15          5.15          5.25                  2.95                  3.90                  3.65                  3.45                  5.15                  5.15                  2.95                  4.20                  6.30                  3.45                  5.15                  5.15                  2.95                  4.20                  4.05                  5.05                  5.15                  5.30               0.075169               0.388055               0.003262               0.072693               0.776679               0.015067               0.438622               1.554014               0.030604               0.417694               3.250930               0.063884               0.021170               0.125360               0.005106               0.024510               0.244720               0.009272
70    5.0  15.0       69          5.35          5.50          5.50          4.40          4.40          4.40          5.35          5.35          5.35          4.40          4.40          4.40          5.35          5.50          5.50          5.45          4.40          4.40                  5.35                  5.35                  5.35                  4.40                  5.20                  5.30                  5.35                  5.35                  5.35                  4.40                  4.40                  4.40                  5.35                  5.35                  5.35                  4.65                  4.40                  5.30               0.046366               0.757655               0.039387               0.044875               0.639351               0.023343               0.275774               3.924518               0.211232               0.241815               2.929615               0.139245               0.020314               0.199043               0.004628               0.023512               0.216778               0.008475
71    5.0  20.0       79          6.85          7.00          5.60          5.05          5.45          5.45          6.85          6.85          7.10          6.15          6.15          5.20          7.10          7.00          6.85          4.25          5.45          5.45                  3.35                  3.35                  3.35                  3.60                  6.65                  6.65                  7.10                  3.35                  3.35                  6.00                  6.00                  5.85                  7.10                  3.35                  3.35                  5.05                  6.00                  5.85               0.049635               0.738371               0.035543               0.053785               0.788083               0.042073               0.233468               2.984868               0.166732               0.255496               3.484881               0.172686               0.019360               0.193136               0.010962               0.021470               0.248508               0.015567
72   10.0 -25.0       35          6.50          6.50          6.50          6.45          6.85          6.45          6.25          6.50          6.50          6.45          6.45          6.45          6.25          6.50          6.50          6.45          6.45          6.45                  6.25                  6.25                  6.25                  6.45                  6.45                  6.30                  6.25                  6.25                  6.25                  6.45                  6.45                  6.45                  6.25                  6.25                  6.25                  6.45                  6.45                  6.45               0.071170               0.614748               0.064059               0.081662               0.728834               0.070502               0.603149               4.117066               0.540399               0.646348               4.847290               0.582844               0.062107               0.374087               0.053022               0.064820               0.440823               0.054194
73   10.0 -20.0       48          5.20          5.20          5.20          6.35          6.35          6.35          6.50          5.25          5.25          6.35          6.35          6.35          5.20          5.20          5.20          6.35          6.35          6.35                  6.50                  6.35                  4.80                  6.50                  6.70                  6.15                  6.50                  5.20                  5.20                  6.50                  6.30                  6.30                  5.20                  5.20                  5.20                  6.50                  6.30                  6.30               0.028899               0.284679               0.006897               0.044484               0.304286               0.010258               0.142796               1.385060               0.069595               0.314249               1.970581               0.096617               0.008114               0.196754               0.008364               0.017145               0.244403               0.014755
74   10.0 -15.0       71          5.25          5.25          5.25          5.85          6.00          5.95          5.25          5.25          5.25          5.85          5.85          5.95          5.25          5.25          5.25          5.85          5.85          5.95                  5.25                  5.25                  5.25                  5.80                  5.85                  5.95                  5.25                  5.25                  5.10                  6.40                  6.00                  6.00                  5.25                  5.25                  5.25                  6.40                  5.85                  5.85               0.043716               1.010657               0.018633               0.018033               0.389446               0.001892               0.214362               4.575182               0.064812               0.065273               0.986476               0.011964               0.016842               0.319624               0.004607               0.008691               0.116260               0.001481
75   10.0 -10.0       41          4.85          4.85          4.85          4.60          3.90          3.90          4.85          4.85          4.85          6.25          4.70          4.70          6.25          4.85          4.00          5.20          5.20          5.20                  4.85                  4.85                  4.85                  3.50                  3.90                  3.90                  4.85                  4.85                  4.85                  6.25                  4.40                  4.75                  4.85                  4.85                  4.85                  3.30                  3.30                  3.30               0.028911               0.361360               0.009684               0.016640               0.186260               0.004426               0.134578               1.637245               0.077546               0.124186               0.547554               0.010597               0.006578               0.065179               0.002373               0.004734               0.039761               0.000999
76   10.0  -5.0       37          4.75          4.75          4.75          5.00          6.10          6.10          4.75          4.75          4.70          5.95          5.45          5.75          4.55          4.75          4.75          5.95          5.45          5.45                  4.90                  4.75                  4.75                  4.65                  6.05                  3.50                  4.90                  4.90                  4.70                  4.65                  4.65                  5.95                  6.25                  4.55                  4.75                  4.65                  5.95                  6.00               0.032539               0.274267               0.006153               0.027961               0.193371               0.003426               0.134133               1.675738               0.045387               0.099733               0.767735               0.020029               0.012194               0.066992               0.001349               0.005120               0.084605               0.003444
77   10.0   0.0       12          6.25          6.40          6.40          6.70          6.65          6.70          6.25          6.15          6.45          6.70          6.70          6.70          6.30          6.40          6.45          6.55          6.65          6.70                  6.25                  6.25                  6.25                  6.15                  6.30                  6.30                  6.25                  6.25                  6.25                  6.30                  6.30                  6.30                  6.30                  6.25                  6.30                  6.15                  6.15                  6.60               0.090543               0.438228               0.097076               0.049647               0.230825               0.052623               0.434620               2.094573               0.458383               0.175386               0.795595               0.177845               0.047440               0.160069               0.058066               0.014568               0.047186               0.012225
78   10.0   5.0       12          6.55          6.55          6.55          6.65          4.00          4.80          6.60          6.60          6.60          6.65          4.00          4.80          6.60          6.55          6.55          6.65          6.65          6.60                  6.55                  6.55                  6.55                  6.65                  6.65                  3.05                  6.60                  6.55                  6.70                  6.65                  6.65                  3.20                  6.60                  6.55                  6.60                  6.65                  5.45                  3.20               0.051488               0.194851               0.022484               0.059579               0.184029               0.036328               0.201416               0.999093               0.112308               0.295978               0.985222               0.209473               0.018192               0.050486               0.011242               0.027031               0.083752               0.012965
79   10.0  10.0       18          4.10          4.10          4.10          5.45          5.25          6.60          4.10          4.10          4.10          5.15          5.45          6.80          6.60          4.10          4.10          5.15          5.45          5.00                  6.55                  5.75                  5.75                  5.15                  5.45                  5.45                  6.70                  5.20                  3.65                  5.15                  5.45                  5.45                  6.70                  5.20                  5.20                  5.15                  5.45                  5.45               0.025629               0.151755               0.012769               0.058072               0.257362               0.021334               0.192119               0.671748               0.057240               0.347754               1.036619               0.156977               0.025616               0.068534               0.036182               0.043044               0.105175               0.048509
80   10.0  15.0       22          5.25          6.50          6.50          6.70          5.35          5.35          5.25          5.35          6.60          6.70          6.70          5.80          5.25          5.25          5.35          6.55          6.85          6.00                  5.25                  5.25                  5.25                  4.65                  4.65                  4.65                  5.25                  5.25                  5.25                  5.15                  4.95                  6.70                  5.25                  5.35                  5.35                  6.55                  4.95                  5.15               0.033896               0.243043               0.024820               0.027028               0.180499               0.016983               0.343671               1.265967               0.049099               0.216367               0.974964               0.089820               0.012103               0.073168               0.014445               0.009706               0.066907               0.007266
81   10.0  20.0       27          6.35          6.30          6.35          5.50          5.45          5.30          6.15          6.30          4.70          5.50          5.30          5.35          6.15          6.15          6.30          5.60          5.45          5.60                  6.15                  6.15                  6.15                  5.20                  5.30                  5.35                  4.70                  4.70                  5.50                  5.20                  5.20                  5.20                  5.65                  6.15                  5.65                  4.15                  5.30                  5.60               0.024615               0.300998               0.013698               0.035037               0.291372               0.017173               0.141654               0.836645               0.100431               0.137388               0.727936               0.240358               0.007349               0.053195               0.003858               0.009380               0.056096               0.003900
82   10.0  25.0       25          4.60          4.40          4.45          6.55          6.55          5.20          4.30          4.60          7.40          6.55          6.55          5.20          6.20          4.40          4.55          6.55          6.55          4.95                  4.15                  4.15                  4.15                  3.45                  3.45                  6.00                  4.30                  4.15                  4.15                  6.55                  6.80                  5.75                  7.25                  6.70                  7.25                  7.50                  7.50                  7.50               0.059948               0.327750               0.064759               0.059715               0.331351               0.063895               0.365018               1.528512               0.316993               0.325972               1.369239               0.281258               0.037541               0.141358               0.036288               0.046668               0.197469               0.050625
83   15.0 -25.0       14          6.35          6.15          6.15          6.20          6.20          6.20          6.35          6.35          6.00          6.20          6.20          6.20          6.35          6.35          6.00          6.20          6.20          6.20                  6.35                  6.35                  6.35                  6.20                  6.20                  6.20                  6.45                  6.35                  6.35                  6.50                  6.20                  6.20                  6.50                  6.35                  6.10                  6.50                  6.20                  6.20               0.045163               0.291842               0.029970               0.038171               0.233796               0.022754               0.314567               0.640385               0.063140               0.706896               0.848760               0.157760               0.018053               0.046135               0.004172               0.042364               0.084193               0.016432
84   15.0 -20.0       23          5.25          4.50          4.50          4.55          5.00          4.00          5.25          4.50          4.45          6.15          4.55          4.00          5.25          5.25          4.50          5.75          5.00          4.15                  5.25                  5.05                  4.45                  4.20                  4.05                  5.65                  6.35                  4.45                  4.45                  5.80                  4.20                  4.05                  5.25                  4.45                  4.50                  5.75                  4.55                  5.90               0.030769               0.149251               0.012651               0.018966               0.180855               0.008311               0.100489               1.173546               0.102918               0.101758               0.741665               0.038527               0.010196               0.058547               0.003108               0.011864               0.038867               0.001339
85   15.0 -15.0       29          4.50          4.70          4.70          6.30          6.30          6.30          4.50          4.50          4.55          6.70          6.30          6.30          4.50          4.70          4.55          6.70          6.30          6.30                  4.50                  4.70                  4.70                  4.60                  4.60                  6.65                  4.65                  4.50                  4.65                  6.70                  4.60                  4.60                  4.50                  4.55                  4.50                  6.10                  6.10                  6.15               0.062770               0.268567               0.008572               0.057809               0.220810               0.014684               0.136934               1.110399               0.071558               0.097409               0.602661               0.022871               0.009220               0.064946               0.007273               0.008654               0.052199               0.002338
86   15.0 -10.0       16          4.70          4.75          4.85          5.20          5.20          5.20          4.70          4.85          4.85          5.20          5.20          5.20          4.55          4.70          4.40          7.05          5.20          4.10                  4.55                  4.55                  4.55                  5.70                  5.70                  5.70                  4.55                  4.55                  4.85                  5.70                  5.70                  7.20                  4.55                  4.55                  4.55                  7.05                  7.05                  7.05               0.074704               0.295659               0.066431               0.058260               0.229584               0.053683               0.413543               1.545749               0.117051               0.249907               0.981947               0.037345               0.033760               0.124889               0.029857               0.037982               0.114193               0.029980
