-123.500  48.520
-122.705  48.295
-122.740  48.310
-122.510  48.180
-122.900  48.315
-123.010  48.375
-123.020  48.390
-122.730  48.295
-123.000  48.310
-122.870  48.350
-123.090  48.490
-122.885  48.420
-123.045  48.390
-122.900  48.340
-122.940  48.390
-122.940  48.340
-122.760  48.360
-122.850  48.340
-122.820  48.310
-122.830  48.375
-122.990  48.400
-122.875  48.410
-122.900  48.410
-122.820  48.390
-122.880  48.390
-122.970  48.435
-122.740  48.410
-122.830  48.385
-122.720  48.390
-122.700  48.240
-122.810  48.340
-122.840  48.390
-122.850  48.290
-122.960  48.390
-122.860  48.400
-122.865  48.370
-122.830  48.380
-122.800  48.320
-122.830  48.380
-122.810  48.400
-122.835  48.390
-122.700  48.280
-122.900  48.330
-122.830  48.475
-122.920  48.400
-122.800  48.320
-122.940  48.400
-122.820  48.320
-122.970  48.410
-122.890  48.400
-122.900  48.400
-122.830  48.360
-122.840  48.340
-122.960  48.370
-122.890  48.360
-122.880  48.345
-122.840  48.310
-122.870  48.360
-122.815  48.330
-122.840  48.360
-122.920  48.390
-122.880  48.395
-123.070  48.420
-122.970  48.430
-123.020  48.390
-122.980  48.430
-122.770  48.330
-122.815  48.410
-122.780  48.370
-122.820  48.400
-122.910  48.380
-122.895  48.285
-122.900  48.390
-122.825  48.370
-122.990  48.440
-122.990  48.430
-122.960  48.300
-122.895  48.320
-122.880  48.370
-122.900  48.350
-122.840  48.380
-122.780  48.410
-122.825  48.375
-122.810  48.410
-122.820  48.420
-122.855  48.270
-122.835  48.410
-122.800  48.440
-122.795  48.465
-122.875  48.425
-122.745  48.445
-122.870  48.410
-122.780  48.420
-122.870  48.425
-122.770  48.380
-124.070  48.595
-124.095  48.600
-122.660  48.300
